sequence_id,type,start,end,strand,locus_tag_bakta,gene,flag,product,dbxrefs,name
chromosome,cds,564213,566156,+,CS12_00572,ftsH,cds,ATP-dependent zinc metalloprotease FtsH,"COG:COG0465, COG:O, EC:3.4.24.-, GO:0004176, GO:0004222, GO:0005524, GO:0005886, GO:0006508, GO:0008270, GO:0016887, GO:0030163, GO:0098796, GO:0098797, SO:0001217, UniParc:UPI000016ED12, UniRef:UniRef100_P0AAI3, UniRef:UniRef50_P0AAI3, UniRef:UniRef90_P0AAI3",ftsH
chromosome,cds,566246,567094,+,CS12_00573,folP,cds,dihydropteroate synthase,"COG:COG0294, COG:H, EC:2.5.1.15, GO:0004156, GO:0005829, GO:0046654, GO:0046656, GO:0046872, KEGG:K00796, RefSeq:WP_001603854.1, SO:0001217, UniParc:UPI0002A26940, UniRef:UniRef100_A0A1Q5ZP65, UniRef:UniRef50_P0AC13, UniRef:UniRef90_P0AC13",folP
chromosome,cds,567087,568424,+,CS12_00574,glmM,cds,phosphoglucosamine mutase,"COG:COG1109, COG:G, EC:5.4.2.10, GO:0000287, GO:0004615, GO:0005829, GO:0005975, GO:0006048, GO:0008966, GO:0009252, GO:0016868, RefSeq:WP_000071137.1, SO:0001217, UniParc:UPI00000DF0E6, UniRef:UniRef100_B7UJ69, UniRef:UniRef50_P31120, UniRef:UniRef90_P31120",glmM
chromosome,cds,568652,568984,+,CS12_00575,secG,cds,preprotein translocase subunit SecG,"COG:COG1314, COG:U, GO:0005886, GO:0006616, GO:0006886, GO:0008320, GO:0009306, GO:0015136, GO:0015450, GO:0015739, GO:0016020, GO:0031522, GO:0032978, GO:0043952, GO:0065002, RefSeq:WP_001295556.1, SO:0001217, UniParc:UPI0000031A40, UniRef:UniRef100_P0AG99, UniRef:UniRef50_P0AG99, UniRef:UniRef90_P0AG99",secG
chromosome,tRNA,568999,569085,+,CS12_00576,trnL,tRNA,tRNA-Leu(gag),SO:0000264,trnL
chromosome,cds,569650,571167,+,CS12_00577,yhbX,cds,Putative transferase YhbX,"EC:2.-.-.-, GO:0005886, GO:0009244, GO:0016776, KEGG:K19353, SO:0001217, UniParc:UPI000245ECF4, UniRef:UniRef100_A0A1Q5ZP81, UniRef:UniRef50_P42640, UniRef:UniRef90_P42640",yhbX
chromosome,cds,571175,572518,-,CS12_00578,argG,cds,argininosuccinate synthase,"COG:COG0137, COG:E, EC:6.3.4.5, GO:0000050, GO:0000053, GO:0004055, GO:0005524, GO:0005737, GO:0006526, GO:0042803, KEGG:K01940, RefSeq:WP_000207680.1, SO:0001217, UniParc:UPI0000167DE1, UniRef:UniRef100_P0A6E4, UniRef:UniRef50_P0A6E4, UniRef:UniRef90_P0A6E4",argG
chromosome,tRNA,572866,572942,+,CS12_00579,trnfM,tRNA,tRNA-fMet(cat),SO:0000266,trnfM
chromosome,ncRNA-region,573031,573131,+,,,ncRNA-region,Gammaprotebacteria rimP leader,"RFAM:RF01770, SO:0000140",Gammaprotebacteria rimP leader
chromosome,cds,573149,573601,+,CS12_00580,rimP,cds,ribosome maturation factor RimP,"COG:COG0779, COG:J, GO:0000028, GO:0005829, GO:0006412, GO:0042274, RefSeq:WP_001300397.1, SO:0001217, UniParc:UPI0000683E90, UniRef:UniRef100_P0A8A8, UniRef:UniRef50_P0A8A8, UniRef:UniRef90_P0A8A8",rimP
chromosome,cds,573629,575116,+,CS12_00581,nusA,cds,Transcription termination/antitermination protein NusA,"COG:COG0195, COG:K, GO:0000166, GO:0001000, GO:0003700, GO:0003723, GO:0005829, GO:0006353, GO:0008023, GO:0019904, GO:0031564, GO:0032784, GO:0042254, GO:0051259, RefSeq:WP_001031055.1, SO:0001217, UniParc:UPI00005EEF66, UniRef:UniRef100_A0A066QH63, UniRef:UniRef50_P0AFF6, UniRef:UniRef90_P0AFF6",nusA
chromosome,cds,575141,577813,+,CS12_00582,infB,cds,translation initiation factor IF-2,"GO:0003743, GO:0003924, GO:0005525, GO:0005737, GO:0005829, GO:0006413, GO:0097216, RefSeq:WP_023149721.1, SO:0001217, UniParc:UPI0003BACA77, UniRef:UniRef100_A0A1X9TIH6, UniRef:UniRef50_P0A705, UniRef:UniRef90_P0A705",infB
chromosome,ncRNA,577830,577900,+,CS12_00583,naRNA4,ncRNA,Nucleoid-associated noncoding RNA 4 (CssrE),"RFAM:RF02564, SO:0000655",naRNA4
chromosome,cds,577972,578373,+,CS12_00584,rbfA,cds,30S ribosome-binding factor RbfA,"COG:COG0858, COG:J, GO:0005829, GO:0006364, GO:0030490, GO:0043024, KEGG:K02834, RefSeq:WP_001040205.1, SO:0001217, UniParc:UPI00001654F8, UniRef:UniRef100_P0A7G2, UniRef:UniRef50_P0A7G2, UniRef:UniRef90_P0A7G2",rbfA
chromosome,cds,578373,579317,+,CS12_00585,truB,cds,tRNA pseudouridine(55) synthase TruB,"COG:COG0130, COG:J, EC:5.4.99.25, GO:0001522, GO:0003723, GO:0009451, GO:0009982, GO:0031119, GO:0160148, GO:1990481, KEGG:K03177, RefSeq:WP_021523280.1, SO:0001217, UniParc:UPI00038F9D62, UniRef:UniRef100_A0A1Q5ZP63, UniRef:UniRef50_P60340, UniRef:UniRef90_P60340",truB
chromosome,ncRNA-region,579408,579522,+,,,ncRNA-region,Ribosomal S15 leader,"RFAM:RF00114, SO:0000140",Ribosomal S15 leader
chromosome,cds,579466,579735,+,CS12_00586,rpsO,cds,30S ribosomal protein S15,"COG:COG0184, COG:J, GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:0022627, RefSeq:WP_000059466.1, SO:0001217, UniParc:UPI0000163A0F, UniRef:UniRef100_P0ADZ4, UniRef:UniRef50_P0ADZ4, UniRef:UniRef90_P0ADZ4",rpsO
chromosome,ncRNA,579752,579923,-,CS12_00587,sraG,ncRNA,SraG RNA,"RFAM:RF00082, SO:0000655",sraG
chromosome,cds,579982,582117,+,CS12_00588,pnp,cds,polyribonucleotide nucleotidyltransferase,"COG:COG1185, COG:J, EC:2.7.7.8, GO:0000175, GO:0000287, GO:0003723, GO:0004654, GO:0005829, GO:0006396, GO:0006402, KEGG:K00962, RefSeq:WP_001298330.1, SO:0001217, UniParc:UPI00005EF85E, UniRef:UniRef100_B7MB85, UniRef:UniRef50_P05055, UniRef:UniRef90_P05055",pnp
chromosome,cds,582226,583110,+,CS12_00589,nlpI,virulence,lipoprotein NlpI,"COG:COG4785, COG:M, GO:0005515, GO:0005886, GO:0051301, RefSeq:WP_000802080.1, SO:0001217, UniParc:UPI0000130223, UniRef:UniRef100_P0AFB1, UniRef:UniRef50_P0AFB1, UniRef:UniRef90_P0AFB1",nlpI
chromosome,sorf,583217,583297,+,CS12_00590,yrbN,sorf,putative protein YrbN,"RefSeq:WP_010723222.1, SO:0001217, UniParc:UPI000199A54A, UniRef:UniRef100_C1P618, UniRef:UniRef50_C1P618, UniRef:UniRef90_C1P618",yrbN
chromosome,cds,583290,585179,+,CS12_00591,deaD,cds,ATP-dependent RNA helicase DeaD,"BlastRules:WP_001295553, COG:COG0513, COG:L, EC:3.6.4.13, GO:0000027, GO:0003689, GO:0003724, GO:0005524, GO:0005829, GO:0005840, GO:0006401, GO:0016887, GO:0033592, GO:0061775, GO:0070417, GO:0140584, GO:0140665, GO:0140849, RefSeq:WP_001295553.1, SO:0001217, UniParc:UPI00005EF85F, UniRef:UniRef100_P0A9P6, UniRef:UniRef50_P0A9P6, UniRef:UniRef90_P0A9P6",deaD
chromosome,cds,585333,586577,+,CS12_00592,mtr,cds,tryptophan permease,"COG:COG0814, COG:E, GO:0003333, GO:0005886, GO:0015173, GO:0015293, GO:0015801, KEGG:K03835, RefSeq:WP_020233278.1, SO:0001217, UniParc:UPI0003681918, UniRef:UniRef100_A0A2T1MA90, UniRef:UniRef50_P0AAD2, UniRef:UniRef90_P0AAD2",mtr
chromosome,cds,586695,587702,-,CS12_00593,yhbW,cds,luciferase-like monooxygenase,"COG:COG2141, COG:HR, GO:0005829, GO:0016705, RefSeq:WP_000130415.1, SO:0001217, UniParc:UPI000191E7C5, UniRef:UniRef100_A0A0D8WHU5, UniRef:UniRef50_P0ADV5, UniRef:UniRef90_P0ADV5",yhbW
chromosome,cds,587783,588661,-,CS12_00594,rlhA,cds,U32 family peptidase,"COG:COG0826, COG:J, GO:0006744, KEGG:K24845, RefSeq:WP_020233277.1, SO:0001217, UniParc:UPI000361E42A, UniRef:UniRef100_A0A0J2BVP3, UniRef:UniRef50_P45475, UniRef:UniRef90_Q8ZLT9",rlhA
chromosome,cds,588670,589665,-,CS12_00595,ubiU,cds,Ubiquinone biosynthesis protein UbiU,"COG:COG0826, COG:J, GO:0032150, GO:0046872, GO:0051539, RefSeq:WP_001298771.1, SO:0001217, UniParc:UPI00005EFE8C, UniRef:UniRef100_A0A061K682, UniRef:UniRef50_P45527, UniRef:UniRef90_P45527",ubiU
chromosome,cds,589874,590398,+,CS12_00596,ubiT,cds,Ubiquinone biosynthesis accessory factor UbiT,"COG:COG3154, COG:H, GO:0005829, GO:0032150, KEGG:K24843, RefSeq:WP_001306019.1, SO:0001217, UniParc:UPI00018878AD, UniRef:UniRef100_A0A0J2E6V4, UniRef:UniRef50_P64599, UniRef:UniRef90_P64599",ubiT
chromosome,cds,590392,590895,+,CS12_00597,yhbS,cds,putative N-acetyltransferase YhbS,"COG:COG3153, COG:R, EC:2.3.1.-, GO:0005829, GO:0016747, RefSeq:WP_021523279.1, SO:0001217, UniParc:UPI00038FAA91, UniRef:UniRef100_A0A1Q5ZP45, UniRef:UniRef50_P63417, UniRef:UniRef90_P63417",yhbS
chromosome,cds,590882,591184,-,CS12_00598,yhbQ,cds,DNA damage response exodeoxyribonuclease YhbQ,"BlastRules:WP_000189333, COG:COG2827, COG:L, EC:3.1.11.1, GO:0004520, GO:0006974, GO:0008296, RefSeq:WP_000189309.1, SO:0001217, UniParc:UPI0002495EC8, UniRef:UniRef100_A0A0J2E5B7, UniRef:UniRef50_P45472, UniRef:UniRef90_P45472",yhbQ
chromosome,cds,591234,591677,+,CS12_00599,yhbP,cds,YhbP family protein,"COG:COG3787, COG:S, GO:0005829, KEGG:K09979, RefSeq:WP_001521391.1, SO:0001217, UniParc:UPI0002A3B2F1, UniRef:UniRef100_A0A2T3S6H0, UniRef:UniRef50_P67762, UniRef:UniRef90_P67762",yhbP
chromosome,cds,591657,592175,-,CS12_00600,yhbO,cds,protein/nucleic acid deglycase,"BlastRules:WP_000037608, COG:COG0693, COG:V, EC:3.1.2.-, EC:3.5.1.-, EC:3.5.1.124, GO:0005829, GO:0006281, GO:0006979, GO:0009268, GO:0009408, GO:0009411, GO:0019172, GO:0030091, GO:0036524, GO:0042802, GO:0106044, RefSeq:WP_000037605.1, SO:0001217, UniParc:UPI0002495EC6, UniRef:UniRef100_A0A0J2HC35, UniRef:UniRef50_P45470, UniRef:UniRef90_P45470",yhbO
chromosome,cds,592303,592938,+,CS12_00601,yraR,cds,Putative NAD(P)-binding protein YraR,"COG:COG0702, COG:R, EC:1.1.1.-, GO:0016620, GO:0051287, KEGG:K17290, RefSeq:WP_000084526.1, SO:0001217, UniParc:UPI00005EF864, UniRef:UniRef100_C3SSX2, UniRef:UniRef50_P45469, UniRef:UniRef90_P45469",yraR
chromosome,cds,593011,594051,+,CS12_00602,yraQ,cds,UPF0718 protein YraQ,"GO:0005886, KEGG:K07089, RefSeq:WP_001521390.1, SO:0001217, UniParc:UPI0002A2A7EF, UniRef:UniRef100_A0A0J2BTN1, UniRef:UniRef50_P45468, UniRef:UniRef90_P45468",yraQ
chromosome,cds,594164,594739,-,CS12_00603,dolP,cds,division/outer membrane stress-associated lipid-binding lipoprotein,"COG:COG2823, COG:M, GO:0006970, GO:0009279, GO:0030288, GO:0032153, KEGG:K04065, RefSeq:WP_000646047.1, SO:0001217, UniParc:UPI000187BFB6, UniRef:UniRef100_A0A0J2BRH0, UniRef:UniRef50_P64596, UniRef:UniRef90_P64596",dolP
chromosome,cds,594749,595339,-,CS12_00604,diaA,cds,DnaA initiator-associating protein DiaA,"COG:COG0279, COG:G, GO:0006260, GO:0032298, GO:0042802, GO:0042803, GO:0097367, GO:1901135, GO:1990102, KEGG:K12961, RefSeq:WP_001158035.1, SO:0001217, UniParc:UPI00000DF0D9, UniRef:UniRef100_A7ZS45, UniRef:UniRef50_P66817, UniRef:UniRef90_P66817",diaA
chromosome,cds,595359,595754,-,CS12_00605,yraN,cds,YraN family protein,"COG:COG0792, COG:L, GO:0003676, GO:0004518, KEGG:K07460, RefSeq:WP_001521388.1, SO:0001217, UniParc:UPI0002A24697, UniRef:UniRef100_A0A0J2EW69, UniRef:UniRef50_P45465, UniRef:UniRef90_P45465",yraN
chromosome,cds,595712,597748,-,CS12_00606,lpoA,cds,penicillin-binding protein activator LpoA,"BlastRules:WP_000249104, GO:0004553, GO:0008360, GO:0009252, GO:0009279, GO:0019899, GO:0030234, GO:0031241, GO:0042597, RefSeq:WP_001521387.1, SO:0001217, UniParc:UPI0002A20A12, UniRef:UniRef100_A0A1Q5ZP31, UniRef:UniRef50_P45464, UniRef:UniRef90_P45464",lpoA
chromosome,cds,597813,598676,+,CS12_00607,rsmI,cds,16S rRNA (cytidine(1402)-2'-O)-methyltransferase,"COG:COG0313, COG:J, EC:2.1.1.198, GO:0005737, GO:0006364, GO:0008168, GO:0042803, GO:0070677, KEGG:K07056, RefSeq:WP_000809258.1, SO:0001217, UniParc:UPI0001888E50, UniRef:UniRef100_E2QEI2, UniRef:UniRef50_P67087, UniRef:UniRef90_P67087",rsmI
chromosome,cds,598726,599439,-,CS12_00608,,cds,galactosamine-6-phosphate isomerase,"EC:3.5.99.-, KEGG:K02080, SO:0001217, UniParc:UPI0002A242C9, UniRef:UniRef100_A0A0J2E5A8, UniRef:UniRef50_P42912, UniRef:UniRef90_W8SW79",galactosamine-6-phosphate isomerase
chromosome,cds,599494,600285,-,CS12_00609,agaD,cds,PTS galactosamine transporter subunit IID,"COG:COG3716, COG:G, GO:0005886, GO:0009401, KEGG:K10986, RefSeq:WP_000534351.1, SO:0001217, UniParc:UPI00000D0714, UniRef:UniRef100_C3ST22, UniRef:UniRef50_P42911, UniRef:UniRef90_P42911",agaD
chromosome,cds,600275,601078,-,CS12_00610,agaC,cds,PTS galactosamine transporter subunit IIC,"GO:0005886, GO:0009401, KEGG:K10985, RefSeq:WP_000544489.1, SO:0001217, UniParc:UPI000013298E, UniRef:UniRef100_P42910, UniRef:UniRef50_P42910, UniRef:UniRef90_P42910",agaC
chromosome,cds,601117,601593,-,CS12_00611,agaB,cds,PTS galactosamine transporter subunit IIB,"EC:2.7.1.-, GO:0005737, GO:0008982, GO:0009401, GO:0016301, KEGG:K10984, RefSeq:WP_000098025.1, SO:0001217, UniParc:UPI00000D0713, UniRef:UniRef100_C3ST27, UniRef:UniRef50_P42909, UniRef:UniRef90_P42909",agaB
chromosome,cds,601760,602620,-,CS12_00612,kbaY,cds,tagatose-bisphosphate aldolase subunit KbaY,"EC:4.1.2.40, GO:0005829, GO:0005975, GO:0008270, GO:0009025, GO:2001059, RefSeq:WP_000022766.1, SO:0001217, UniParc:UPI0000111A15, UniRef:UniRef100_P0AB74, UniRef:UniRef50_P0AB74, UniRef:UniRef90_P0AB74",kbaY
chromosome,cds,602633,603787,-,CS12_00613,agaS,cds,D-galactosamine-6-phosphate deaminase AgaS,"EC:3.5.99.-, GO:0005886, GO:0009401, GO:0016787, GO:0016853, GO:0097367, GO:1901135, KEGG:K02082, RefSeq:WP_001521384.1, SO:0001217, UniParc:UPI0002A3AC04, UniRef:UniRef100_A0A0J2BRG1, UniRef:UniRef50_Q8XAC2, UniRef:UniRef90_Q8XAC2",agaS
chromosome,cds,604138,605271,-,CS12_00614,nagA,cds,N-acetylglucosamine-6-phosphate deacetylase,"EC:3.5.1.-, EC:3.5.1.25, GO:0006044, GO:0006046, GO:0008448, GO:0046872, GO:0047419, KEGG:K02079, RefSeq:WP_001521383.1, SO:0001217, UniParc:UPI0002A39209, UniRef:UniRef100_A0A0J3VPC6, UniRef:UniRef50_Q8XAC3, UniRef:UniRef90_Q8XAC3",nagA
chromosome,cds,605268,605702,-,CS12_00615,agaF,cds,PTS galactosamine/N-acetylgalactosamine transporter subunit IIA,"RefSeq:WP_000948824.1, SO:0001217, UniParc:UPI00000D070D, UniRef:UniRef100_A0A3P5DUL2, UniRef:UniRef50_A0A3P5DUL2, UniRef:UniRef90_A0A3P5DUL2",agaF
chromosome,cds,605720,606598,-,CS12_00616,agaE,cds,PTS N-acetylgalactosamine transporter subunit IID,"COG:COG3716, COG:G, RefSeq:WP_001298314.1, SO:0001217, UniParc:UPI00005EF86D, UniRef:UniRef100_E2QEH3, UniRef:UniRef50_A0A0D7LVG3, UniRef:UniRef90_A0A0D7LVG3",agaE
chromosome,cds,606588,607367,-,CS12_00617,agaW,cds,PTS N-acetylgalactosamine transporter subunit IIC,"KEGG:K02746, RefSeq:WP_000406214.1, SO:0001217, UniParc:UPI00000D070A, UniRef:UniRef100_A0A377AAV3, UniRef:UniRef50_A0A377AAV3, UniRef:UniRef90_A0A377AAV3",agaW
chromosome,cds,607378,607851,-,CS12_00618,agaV,cds,PTS N-acetylgalactosamine transporter subunit IIB,"COG:COG3444, COG:G, EC:2.7.1.-, GO:0005737, GO:0008982, GO:0009401, GO:0016301, RefSeq:WP_001295547.1, SO:0001217, UniParc:UPI00005EF1DF, UniRef:UniRef100_C3ST55, UniRef:UniRef50_P42904, UniRef:UniRef90_P42904",agaV
chromosome,cds,607874,609154,-,CS12_00619,kbaZ,cds,tagatose-bisphosphate aldolase subunit KbaZ,"EC:4.1.2.40, GO:0005886, GO:0005975, GO:0009401, GO:2001059, KEGG:K16371, RefSeq:WP_001521382.1, SO:0001217, UniParc:UPI0002A33A41, UniRef:UniRef100_A0A0J2E8X1, UniRef:UniRef50_P0C8K1, UniRef:UniRef90_P0C8K1",kbaZ
chromosome,cds,609403,610212,+,CS12_00620,agaR,cds,aga operon transcriptional regulator AgaR,"BlastRules:WP_000072187, KEGG:K22103, RefSeq:WP_000072171.1, SO:0001217, UniParc:UPI00016A0675, UniRef:UniRef100_A0A0J8XVI8, UniRef:UniRef50_P0ACK2, UniRef:UniRef90_W1X9M6",agaR
chromosome,toxin,610267,610731,-,CS12_00621,yhaV,TA system,type II toxin-antitoxin system ribonuclease toxin YhaV,"BlastRules:WP_000347273, EC:3.1.-.-, GO:0004521, GO:0004540, GO:0006355, GO:0006402, GO:0030308, GO:0040008, GO:0042803, GO:0043023, GO:0044010, GO:0110001, KEGG:K19155, RefSeq:WP_000347272.1, SO:0001217, UniParc:UPI0001C32856, UniRef:UniRef100_A0A0J2E6T1, UniRef:UniRef50_P64594, UniRef:UniRef90_P64594",yhaV
chromosome,antitoxin,610731,611066,-,CS12_00622,prlF,TA system,type II toxin-antitoxin system antitoxin PrlF,"BlastRules:WP_001307405, GO:0001558, GO:0003677, GO:0003700, GO:0005737, GO:0006355, GO:0019899, GO:0040008, GO:0042802, GO:0044010, GO:0045892, GO:0097351, GO:0110001, KEGG:K19156, RefSeq:WP_001307405.1, SO:0001217, UniParc:UPI0000135C6E, UniRef:UniRef100_P15373, UniRef:UniRef50_P15373, UniRef:UniRef90_P15373",prlF
chromosome,cds,611215,612786,-,CS12_00623,garD,cds,galactarate dehydratase,"COG:COG2721, COG:G, EC:4.2.1.42, GO:0008198, GO:0008867, GO:0019698, GO:0042803, GO:0046392, KEGG:K01708, RefSeq:WP_001273738.1, SO:0001217, UniParc:UPI0001888E2E, UniRef:UniRef100_A0A0J9AJM8, UniRef:UniRef50_P39829, UniRef:UniRef90_P39829",garD
chromosome,cds,613161,614495,+,CS12_00624,garP,cds,galactarate/glucarate/glycerate transporter GarP,"BlastRules:WP_000599636, GO:0005886, GO:0019580, GO:0022857, GO:0042836, GO:0098656, KEGG:K12299, RefSeq:WP_000599651.1, SO:0001217, UniParc:UPI00016A044E, UniRef:UniRef100_A0A023LF32, UniRef:UniRef50_P0AA80, UniRef:UniRef90_P0AA80",garP
chromosome,cds,614511,615281,+,CS12_00625,garL,cds,2-dehydro-3-deoxyglucarate aldolase,"COG:COG3836, COG:G, EC:4.1.2.20, GO:0000287, GO:0005737, GO:0008672, GO:0019394, GO:0042838, GO:0046392, RefSeq:WP_001058227.1, SO:0001217, UniParc:UPI00000D06FD, UniRef:UniRef100_A7ZS18, UniRef:UniRef50_P23522, UniRef:UniRef90_P23522",garL
chromosome,cds,615311,616201,+,CS12_00626,garR,cds,2-hydroxy-3-oxopropionate reductase,"COG:COG2084, COG:I, EC:1.1.1.60, GO:0008679, GO:0042838, GO:0046392, GO:0046487, GO:0050661, GO:0051287, RefSeq:WP_021523278.1, SO:0001217, UniParc:UPI00038F2E61, UniRef:UniRef100_A0A1Q5ZPF3, UniRef:UniRef50_P0ABQ2, UniRef:UniRef90_P0ABQ2",garR
chromosome,cds,616298,617443,+,CS12_00627,garK,cds,glycerate 2-kinase,"COG:COG1929, COG:G, EC:2.7.1.165, GO:0005524, GO:0008887, GO:0031388, GO:0042838, GO:0043798, GO:0046392, KEGG:K00865, RefSeq:WP_001521378.1, SO:0001217, UniParc:UPI0002A40103, UniRef:UniRef100_A0A0J2BTK4, UniRef:UniRef50_P23524, UniRef:UniRef90_P23524",garK
chromosome,ncRNA,617476,617852,+,CS12_00628,RNaseP_bact_a,ncRNA,Bacterial RNase P class A,"RFAM:RF00010, SO:0000386",RNaseP_bact_a
chromosome,cds,618243,619430,-,CS12_00629,yhaC,cds,YhaC family protein,"RefSeq:WP_001521377.1, SO:0001217, UniParc:UPI0002A1F9B4, UniRef:UniRef100_A0A0J2E590, UniRef:UniRef50_P11864, UniRef:UniRef90_A0A478LEL0",yhaC
chromosome,cds,619452,619991,-,CS12_00630,yhaB,cds,putative protein YhaB,"RefSeq:WP_000675749.1, SO:0001217, UniParc:UPI000245ED04, UniRef:UniRef100_A0A0D8WEG1, UniRef:UniRef50_P11865, UniRef:UniRef90_P11865",yhaB
chromosome,cds,620781,621719,+,CS12_00631,tdcA,cds,transcriptional regulator TdcA,"COG:COG0583, COG:K, GO:0003677, GO:0003700, GO:0005829, GO:0006355, GO:0070689, KEGG:K07592, RefSeq:WP_000104211.1, SO:0001217, UniParc:UPI0000136B43, UniRef:UniRef100_P0ACQ7, UniRef:UniRef50_P0ACQ7, UniRef:UniRef90_P0ACQ7",tdcA
chromosome,cds,621818,622807,+,CS12_00632,tdcB,cds,bifunctional threonine ammonia-lyase/L-serine ammonia-lyase TdcB,"COG:COG1171, COG:E, EC:4.3.1.19, GO:0000166, GO:0003941, GO:0004794, GO:0006565, GO:0006567, GO:0009097, GO:0030170, GO:0070689, RefSeq:WP_000548347.1, SO:0001217, UniParc:UPI0000136D50, UniRef:UniRef100_P0AGF6, UniRef:UniRef50_P0AGF6, UniRef:UniRef90_P0AGF6",tdcB
chromosome,cds,622829,624160,+,CS12_00633,tdcC,cds,threonine/serine transporter TdcC,"COG:COG0814, COG:E, GO:0005886, GO:0015194, GO:0015293, GO:0015565, KEGG:K03838, RefSeq:WP_000107721.1, SO:0001217, UniParc:UPI000000E62C, UniRef:UniRef100_Q83Q28, UniRef:UniRef50_P0AAD8, UniRef:UniRef90_P0AAD8",tdcC
chromosome,cds,624186,625394,+,CS12_00634,tdcD,cds,propionate kinase,"COG:C, COG:COG0282, EC:2.7.2.15, GO:0005524, GO:0005829, GO:0006082, GO:0006083, GO:0006567, GO:0008776, GO:0008980, GO:0016301, GO:0016310, GO:0019665, GO:0046872, GO:0070689, KEGG:K00932, RefSeq:WP_001297162.1, SO:0001217, UniParc:UPI00005EED05, UniRef:UniRef100_A0A023LEM9, UniRef:UniRef50_P11868, UniRef:UniRef90_P11868",tdcD
chromosome,cds,625428,627722,+,CS12_00635,tdcE,cds,2-ketobutyrate formate-lyase/pyruvate formate-lyase,"BlastRules:WP_000861734, COG:C, COG:COG1882, EC:2.3.1.-, EC:2.3.1.54, GO:0005737, GO:0005829, GO:0005975, GO:0008861, GO:0016020, GO:0043875, GO:0070689, KEGG:K00656, RefSeq:WP_000861720.1, SO:0001217, UniParc:UPI0000F0B0AF, UniRef:UniRef100_A0A069FP23, UniRef:UniRef50_P09373, UniRef:UniRef90_P42632",tdcE
chromosome,cds,627736,628125,+,CS12_00636,tdcF,cds,enamine/imine deaminase,"EC:3.5.4.-, GO:0005829, GO:0006566, GO:0019239, GO:0070689, RefSeq:WP_000719990.1, SO:0001217, UniParc:UPI0000136B4A, UniRef:UniRef100_P0AGL2, UniRef:UniRef50_P0AGL2, UniRef:UniRef90_P0AGL2",tdcF
chromosome,cds,628197,629561,+,CS12_00637,tdcG,cds,L-serine ammonia-lyase,"COG:COG1760, COG:E, EC:4.3.1.17, GO:0003941, GO:0006094, GO:0009063, GO:0046872, GO:0051539, GO:0070689, KEGG:K01752, RefSeq:WP_000622115.1, SO:0001217, UniParc:UPI00005EED06, UniRef:UniRef100_A0A0C2B2L3, UniRef:UniRef50_P42630, UniRef:UniRef90_P42630",tdcG
chromosome,cds,629836,631167,+,CS12_00638,dlsT,cds,putative serine transporter,"COG:COG0814, COG:E, GO:0005886, GO:0009093, GO:0033229, GO:1903712, KEGG:K26604, RefSeq:WP_023149713.1, SO:0001217, UniParc:UPI0003BB08FA, UniRef:UniRef100_A0A1X9TIC1, UniRef:UniRef50_P42628, UniRef:UniRef90_P42628",dlsT
chromosome,cds,631195,632505,+,CS12_00639,yhaM,cds,UPF0597 protein YhaM,"COG:COG3681, COG:E, GO:0019450, GO:0080146, RefSeq:WP_000460504.1, SO:0001217, UniParc:UPI00000DF0C2, UniRef:UniRef100_Q8FDC6, UniRef:UniRef50_P42626, UniRef:UniRef90_P42626",yhaM
chromosome,cds,632638,632802,-,CS12_00640,yhaL,cds,putative protein YhaL,"RefSeq:WP_001306007.1, SO:0001217, UniParc:UPI0001888E07, UniRef:UniRef100_A0A0D8WC24, UniRef:UniRef50_P42625, UniRef:UniRef90_P42625",yhaL
chromosome,cds,632825,633526,-,CS12_00641,yhaK,cds,Pirin-like protein YhaK,"COG:COG1741, COG:R, GO:0005737, RefSeq:WP_020233483.1, SO:0001217, UniParc:UPI00037BC7DA, UniRef:UniRef100_A0A2T1MA09, UniRef:UniRef50_P42624, UniRef:UniRef90_P42624",yhaK
chromosome,cds,633631,634527,+,CS12_00642,yhaJ,cds,DNA-binding transcriptional regulator YhaJ,"BlastRules:WP_001041009, COG:COG0583, COG:K, GO:0000976, GO:0001216, GO:0006355, GO:2000144, RefSeq:WP_001041010.1, SO:0001217, UniParc:UPI00000DF0BF, UniRef:UniRef100_E2QEE9, UniRef:UniRef50_P67661, UniRef:UniRef90_P67661",yhaJ
chromosome,cds,634578,634934,-,CS12_00643,yhaI,cds,Inner membrane protein YhaI,"RefSeq:WP_001198802.1, SO:0001217, UniParc:UPI0001888E05, UniRef:UniRef100_A0A0J2BRD1, UniRef:UniRef50_P64592, UniRef:UniRef90_A0AAN3MD16",yhaI
chromosome,cds,635176,635541,-,CS12_00644,yhaH,cds,Inner membrane protein YhaH,"COG:COG3152, COG:S, GO:0005886, RefSeq:WP_000384145.1, SO:0001217, UniParc:UPI000013B1A3, UniRef:UniRef100_P64590, UniRef:UniRef50_P64590, UniRef:UniRef90_P64590",yhaH
chromosome,cds,635824,636810,-,CS12_00645,yqjG,cds,glutathionyl-hydroquinone reductase YqjG,"BlastRules:WP_000531213, COG:C, COG:COG0435, EC:1.8.5.7, GO:0004364, GO:0005737, GO:0016672, GO:0042803, RefSeq:WP_001521372.1, SO:0001217, UniParc:UPI0002A24FD6, UniRef:UniRef100_A0A0J2BSN4, UniRef:UniRef50_P42620, UniRef:UniRef90_P42620",yqjG
